id	본문	is_rule
1799	"⑤ 금융감독원장은 사업계획의 타당성을 평가하기 위하여 평가위원회를 구성·운영할 수 있으며 신청내용의 확인, 발기인 및 경영진과의 면담 등을 위하여 실지조사를 실시할 수 있다"	0
1800	⑥ 금융위원회는 예비허가등의 신청에 대하여 관련 법령과 이 장 제2절에서 규정하는 허가의 세부기준을 감안하여 예비허가등의 여부를 결정한다	0
1801	⑦ 금융위원회는 예비허가등 시에 조건을 붙일 수 있으며 예비허가등을 거부하는 경우 이를 서면으로 신청인에게 통보하여야 한다	0
1802	"⑧ 금융위원회는 합병, 영업양도 등 구조조정 및 이용자보호 등을 위하여 신속한 처리가 필요하거나 예비허가등의 신청 시 허가등의 요건을 갖추었다고 판단되는 때에는 예비허가등의 절차를 생략할 수 있다"	0
1803	제45조(허가등) ① 신청인은 예비허가등의 내용 및 조건을 이행한 후 금융감독원장이 정하는 바에 따라 <별지 제4호 서식>에 따른 관련 신청서 및 첨부서류를 금융위원회에 제출하여야 한다	0
1804	② 금융위원회는 허가등의 신청에 대하여 관련 법령과 이 장 제2절에서 규정하는 허가의 세부기준에 따라 심사하여 허가여부를 결정한다	0
1805	③ 허가등에는 조건을 붙일 수 있으며 허가를 거부하는 경우에는 이를 서면으로 신청인에게 통보하여야 한다	0
1806	"④ 금융위원회는 예비허가등의 내용 및 조건의 이행여부를 확인하기 위하여 실지조사를 실시할 수 있으며, 신청인은 이에 적극 협조하여야 한다"	0
1807	⑤ 신청인은 예비허가등 또는 허가등 시에 부과된 조건이 있는 경우 그 이행상황을 이행기일 경과 후 지체 없이 금융위원회에 보고하여야 한다	0
1808	제46조(보완서류 등의 제출) 금융위원회는 예비허가등 또는 허가등의 심사 시 보완서류 등의 추가자료가 필요한 경우 신청인에게 기한을 정하여 그 자료의 제출을 요구할 수 있다	0
1809	제47조(허가등 사실의 공고) 금융위원회는 허가등의 신청을 승인한 경우에는 지체 없이 그 내용을 관보에 공고하고 인터넷 등을 이용하여 일반인들에게 알려야 한다	0
1810	제48조(등록) ① 법 제28조 및 제29조에 따라 등록을 신청하고자 하는 자는 금융감독원장이 정하는 바에 따라 <별지 제5호 서식>에 따른 등록신청서를 금융감독원에 제출하여야 하며 금융감독원장은 등록신청일로부터 20일 이내에 서면으로 등록여부를 통지한다	0
1811	"다만, 제3항의 실지조사에 걸린 기간은 통지기간에 산입하지 아니한다"	0
1812	② 금융감독원장은 신청인의 등록 신청에 대하여 이 장 제2절의 심사기준에 따라 등록 여부를 결정한다	0
1813	③ 금융감독원장은 등록의 내용 및 조건의 이행여부를 확인하기 위한 실지조사를 실시할 수 있다	0
1814	④ 금융감독원장은 등록 신청을 수리한 경우에는 지체 없이 그 내용을 관보에 공고하고 인터넷 등을 이용하여 일반인들에게 알려야 한다	0
1815	"제49조(기재가 생략되는 출자자의 범위) 시행령 제20조제1항제3호에서 ""금융위원회가 정하여 고시하는 소액출자자""라 함은 허가 또는 등록대상 전자금융업자가 되고자 하는 법인의 의결권 있는 발행주식총수의 100분의 1 이하의 주식을 소유하는 자를 말한다"	1
1816	제2절 허가 및 등록의 세부요건	0
1817	제50조(인력 및 물적 시설 세부요건) ① 법 제28조 및 제29조에 따라 허가를 받거나 등록을 하고자 하는 자는 인력과 물적 시설에 대한 다음 각 호의 요건을 모두 갖추어야 한다	0
1818	<개정 2013	0
1819	12	0
1820	3	0
1821	>	0
1822	1	0
1823	신청 당시 전산업무 종사 경력이 2년 이상인 임직원을 5명 이상 확보하고 있거나 허가·등록 시점에 확보 가능할 것	0
1824	2	0
1825	전자금융업을 원활히 영위하는데 필요한 전산기기를 갖출 것  <개정 2018	0
1826	12	0
1827	21	0
1828	>	0
1829	3	0
1830	전산장애 발생 시 전산자료 손실에 대비한 백업(backup)장치를 구비할 것	0
1831	4	0
1832	전자금융업의 원활한 영위를 위한 각종 프로그램을 갖출 것  <개정 2018	0
1833	12	0
1834	21	0
1835	>	0
1836	5	0
1837	전산자료 보호 등을 위한 적절한 정보처리시스템 관리방안을 확보하고 정보보호시스템 등 감시운영체제를 구축할 것	0
1838	6	0
1839	"전산실 등의 구조 및 내장, 설비 등의 안전성을 확보하고 적절한 보안대책을 수립할 것"	0
1840	"② 국외에서 주로 영업하는 국외 사이버몰(""국외 사이버몰""이란 컴퓨터 등과 정보통신설비를 이용하여 재화 등을 거래할 수 있도록 설정된 가상의 영업장으로서 운용자의 사무소가 국외에 있는 경우를 말한다"	0
1841	이하 같다)에서의 상거래에 수반한 전자지급결제대행업을 영위할 목적으로 전자금융업을 등록하고자 하는 자는 제50조제1항의 규정에도 불구하고 다음 각 호의 요건을 모두 충족한 경우 등록할 수 있다	0
1842	<신설 2013	0
1843	12	0
1844	3	0
1845	>	0
1846	1	0
1847	"국외에 소재한 계열사(「금융회사의 정보처리 및 전산설비 위탁에 관한 규정」 제2조제3항의 ""계열사""를 말한다"	0
1848	"이하 같다)와 이용계약을 체결하였고, 계열사의 인력 및 물적 시설이 제50조제1항 각 호의 세부요건을 충족할 것"	0
1849	2	0
1850	제1호의 규정에도 불구하고 전자금융업을 등록하고자 하는 자는 신청 당시 법령 준수업무와 이용자 민원처리업무를 담당할 3명 이상의 임직원(전산업무 종사 경력이 2년 이상인 임직원 1명을 포함하여야 한다)은 직접 확보하고 있거나 등록시점에 확보 가능할 것	1
1851	3	0
1852	신청 당시 계열사의 인력 또는 물적시설을 통해 5개국 이상의 국가에서 전자지급결제대행업무가 수행되고 있을 것	1
1853	③ 제2항에 따라 등록을 하려는 자가 계열사의 인력 또는 물적시설의 이용계약을 체결하는 경우에는 「금융회사의 정보처리 및 전산설비 위탁에 관한 규정」을 적용한다	0
1854	"다만, 동 규정의 제7조는 적용하지 아니한다"	0
1855	<신설 2013	0
1856	12	0
1857	3	0
1858	">,  <개정 2016"	0
1859	6	0
1860	30	0
1861	>	0
1862	제50조의2(국외 사이버몰을 위한 전자지급결제대행업) ① 제50조제2항에 따라 등록하고자 하는 경우 시행령 제20조제2항제8호에 따라 다음 각 호의 서류를 제출하여야 한다	0
1863	1	0
1864	「금융회사의 정보처리 및 전산설비 위탁에 관한 규정」 제7조제1항 각 호의 서류	0
1865	2	0
1866	등록신청자 및 계열사의 수탁업무 수행 과정에서의 법·시행령 및 이 규정 등 준수에 대한 확약서	0
1867	3	0
1868	신청 시점에 전자지급결제대행업무를 수행하고자 하는 국외 사이버몰에 대한 다음 각 목의 사항(해당 국가의 법령 등에서 이와 유사한 것으로 인정되는 사항을 포함한다)을 기재한 서류	0
1869	가	0
1870	「전자상거래 등에서의 소비자보호에 관한 법률」 제10조제1항 각 호의 서류	0
1871	나	0
1872	신청일 직전연도에 사이버몰에서 체결된 전자상거래 중 국내에 소재한 소비자와 사업자 간 거래의 비중	0
1873	② 제50조제2항에 따라 등록을 한 자는 국외에서 주로 영업하는 국외 사이버몰을 통한 상거래에 대해서만 전자지급결제대행업을 영위하여야 한다	0
1874	③ 금융감독원장은 국외에서 주로 영업하는 국외 사이버몰의 판단기준 등 필요한 사항을 정할 수 있다	0
1875	[본조신설 2013	0
1876	12	0
1877	3	0
1878	]	0
1879	제51조(재무건전성 세부기준 및 계산방법 등) ① 시행령 제18조제1항 및 제2항에 따라 금융위원회가 정하는 재무건전성 기준은 다음 각 호와 같다	0
1880	1	0
1881	"시행령 제18조제1항의 규정에 따른 기관 중 「금융산업의 구조개선에 관한 법률」 제2조제1호의 금융회사에 해당하는 기관은 그 기관의 설립·운영 등에 관한 법령상 경영개선권고, 경영개선요구 또는 경영개선명령 등의 요건이 되는 재무기준에 해당하지 아니할 것  <개정 2013"	0
1882	12	0
1883	3	0
1884	>	0
1885	2	0
1886	제1호 이외의 경우에는 다음 각 목의 요건을 충족할 것	0
1887	가	0
1888	시행령 제18조제1항의 규정에 따른 금융회사 중 「금융산업의 구조개선에 관한 법률」 제2조제1호의 금융회사에 해당하지 않는 기관은 자기자본 대비 부채총액의 비율이 100분의 200 이내일 것	1
1889	"다만, 금융회사 업무의 성격 및 재무 구조 등을 감안할 때 부채비율 기준을 적용하지 아니하고, 「금융산업의 구조 개선에 관한 법률」 제2조제1호 각 목 중 어느 하나의 금융회사(이하 ""기준 금융회사""라 한다)의 재무건전성 기준을 적용하는 것이 적절하다고 금융위원회가 승인하는 경우에는, 기준 금융회사의 설립, 운영 등에 관한 법령에 따라 산출한 재무 비율이 같은 법령상의 경영개선권고, 경영개선요구 또는 경영개선명령 등의 요건이 되는 기준에 해당하지 아니할 것  <개정 2013"	1
1890	12	0
1891	3	0
1892	>	0
1893	나	0
1894	법 제28조제1항에 따른 허가대상 전자금융업일 경우에는 자기자본 대비 부채총액의 비율이 100분의 180 이내일 것	1
1895	다	0
1896	법 제28조제2항 및 제29조에 따른 등록대상 전자금융업일 경우에는 자기자본·출자총액 또는 기본재산 대비 부채총액의 비율이 100분의 200 이내일 것	1
1897	② 제1항제2호의 부채비율은 신청일이 속하는 사업연도의 직전 사업연도말 대차대조표(최근 대차대조표를 사용하고자 하는 경우에는 신청일 최근 분기말 대차대조표 또는 회계법인의 확인을 받은 신청일 최근 월말 대차대조표) 상의 자기자본 및 부채총액을 이용하여 산출한다	1
1898	"이 경우 전자화폐·선불전자지급수단의 미상환잔액 및 전자자금이체·전자지급결제대행·결제대금예치·전자고지결제·「정보통신망 이용촉진 및 정보보호 등에 관한 법률」 제2조제10호에 따른 통신과금서비스 등의 업무를 영위하는 자가 이용자와의 거래 관계에서 일시 보관하는 금액(이하 ""미정산 잔액""이라 한다)은 부채총액에서 차감한다"	0
1899	<개정 2015	0
1900	6	0
1901	24	0
1902	", 2016"	0
1903	10	0
1904	5	0
1905	>	0
1906	③ 제1항에도 불구하고 다음 각 호의 요건을 갖춘 신청인의 재무건전성 기준은 자기자본 대비 부채총액의 비율이 100분의 1500 이내일 것으로 한다	1
1907	1	0
1908	정부등이 자본금·출자총액 또는 기본재산의 100분의 10 이상을 소유하고 있거나 출자하고 있을 것	1
1909	2	0
1910	신청인의 사업 수행이 곤란하게 되는 경우 정부등이 해당 사업을 인수할 것을 확약하는 등 그 사업의 연속성에 대하여 정부등이 보장하고 있을 것	0
1911	3	0
1912	사업 개시 후 5년 이내 제1항의 재무건전성 기준을 충족하는 것을 내용으로 하는 실현가능한 재무구조개선계획을 수립하여 관련서류와 함께 제출할 것	0
1913	제52조(사업계획에 관한 요건) 법 제28조에 따라 허가를 받고자 하는 자의 사업계획은 다음 각 호의 요건을 모두 갖추어야 한다	0
1914	1	0
1915	영업개시 후 3년간 추정재무제표 및 수익전망이 전자화폐 내지 선불전자지급수단 발행업계의 과거 수익상황 등에 비추어 타당성이 있고 그 내용이 해당 신청회사의 영업계획에 부합할 것	0
1916	2	0
1917	전자화폐 발행업을 원활히 영위하는데 필요한 이용자 확보계획이 구체적이고 타당하며 실현가능성이 있을 것	0
1918	3	0
1919	영위하고자 하는 영업의 내용이 법령에 위반되지 아니하고 투자자보호나 건전한 금융질서를 저해할 우려가 없을 것	0
1920	제53조(주요출자자에 관한 요건) 주요출자자(시행령 제18조제3항에 따른 주요출자자를 말한다)는 <별표 4>에서 정한 요건을 충족하여야 한다	0
1921	"제54조(허가 및 등록신청 결격자) 법 제32조제4호의 규정에서 ""금융위원회가 정하는 자""라 함은「신용정보의 이용 및 보호에 관한 법률」제25조 제2항 제1호의 종합신용정보집중기관에 다음 각호 중 어느하나의 신용정보가 등록된 자를 말한다"	0
1922	1	0
1923	어음·수표 거래정지처분 또는 부도거래정보	0
1924	2	0
1925	대출금 등의 용도 외 유용 사실	0
1926	3	0
1927	부정한 방법으로 대출을 받는 등 금융거래질서를 문란하게 한 사실	0
1928	제55조(신청에 따른 등록말소 및 이용자 보호조치) ① 법 제34조에 따라 등록의 말소를 신청하고자 하는 전자금융업자는 <별지 제6호 서식>에 따른 등록말소신청서를 금융위원회에 제출하여야 한다	0
1929	② 법 제34조에 따라 등록의 말소를 신청하고자 하는 전자금융업자는 신청 이전에 이용자 보호조치 계획을 금융위원회에 제출하여야 한다	0
1930	③ 금융위원회는 제1항의 전자금융업자가 제출한 계획이 이용자 보호에 충분하지 않은 경우에 그 보완을 요구할 수 있다	0
1931	제3절 전자금융업의 업무	0
1932	"제56조(전자화폐 발행업자의 겸업가능 업무) 시행령 제22조제1항제3호에서 ""금융위원회가 정하여 고시하는 업무""란 다음 각 호의 어느 하나에 해당하는 업무를 말한다"	0
1933	1	0
1934	전자화폐 발행 및 관리를 위한 가맹점의 모집	0
1935	2	0
1936	전자화폐 발행 및 관리를 위한 인터넷 홈페이지의 운영 및 이를 통한 통신판매 중개	0
1937	제57조(수수료 및 준수사항 등의 고지방법) 법 제38조제3항 각 호의 사항은 다음 각 호의 방법 중 제1호의 방법을 포함한 둘 이상의 방법으로 가맹점에게 알려야 한다	0
1938	1	0
1939	가맹점에의 개별 통보	0
1940	2	0
1941	전국적으로 보급되는 일간신문에의 공고	0
1942	3	0
1943	해당 금융회사 또는 전자금융업자 영업장 및 인터넷 홈페이지에의 게시  <개정 2013	0
1944	12	0
1945	3	0
1946	>	0
1947	제5장 전자금융업무의 감독	0
1948	제58조(금융회사의 정보기술부문 실태평가 등) ① 금융감독원장은 금융회사의 정보기술부문의 건전성 여부를 감독하여야 한다	0
1949	<개정 2013	0
1950	12	0
1951	3	0
1952	>	0
1953	"② 금융감독원장은 업무의 성격 및 규모, 정보기술부문에 대한 의존도 등을 감안하여 <별표 5>에 규정된 금융회사(이하 이 조에서 ‘은행등’이라 한다)에 대하여 검사를 통해 정보기술부문 운영 실태를 평가하고 그 결과를 경영실태평가 등 감독 및 검사업무에 반영하여야 한다"	0
1954	<개정 2013	0
1955	12	0
1956	3	0
1957	>	0
1958	"③ 제2항에 의한 실태평가는 1등급(우수), 2등급(양호), 3등급(보통), 4등급(취약), 5등급(위험)의 5단계 등급으로 구분한다"	0
1959	"④ 금융감독원장은 제2항에 따른 정보기술부문 실태평가 결과 종합등급이 4등급인 경우에는 해당 은행등에게 이의 개선을 위한 확약서 제출을 요구할 수 있으며, 종합등급이 5등급이거나 직전 정보기술부문 실태평가 결과에 비해 평가등급이 2등급 이상 하향된 경우에는 취약점 개선대책의 수립·이행을 내용으로 하는 양해각서를 체결할 수 있다"	0
1960	"⑤ 제4항의 확약서는 대표자의 승인을 받아 제출하고, 양해각서는 해당 은행등의 이사회 재적이사 전원의 서명을 받아 체결한다"	0
1961	⑥ 금융감독원장은 확약서 또는 양해각서의 이행상황을 점검하여 그 이행이 미흡하다고 판단되는 경우에는 확약서를 다시 제출받거나 양해각서를 다시 체결할 수 있다	0
1962	"⑦ 확약서 또는 양해각서의 효력발생일자, 이행시한 및 이행상황 점검주기는 각 확약서 또는 양해각서에서 정한다"	0
1963	"다만, 이행상황 점검주기를 따로 정하지 않은 경우 은행등은 매분기 익월말까지 분기별 이행상황을 금융감독원장에게 보고하여야 한다"	0
1964	"⑧ 제2항에 따른 정보기술부문 실태평가 결과는 경영실태평가 세부 평가항목 중 경영관리 또는 위험관리 항목의 평가비중에서 최소 100분의 20 이상 반영되어야 하며, 금융감독원장은 정보기술부문 실태평가 결과가 4등급 이하인 은행등에 대해 경영실태평가 2등급 이상으로 평가할 수 없다"	1
1965	⑨ 제2항에 의한 정보기술부문의 실태평가를 위한 세부 사항은 금융감독원장이 정한다	0
1966	[제목개정 2013	0
1967	12	0
1968	3	0
1969	]	0
1970	제59조(검사결과의 보고방법) 금융감독원장은 법 제39조제5항에 따른 결과보고를 하는 경우 「금융기관 검사 및 제재에 관한 규정」 제3장부터 제4장을 준용한다	0
1971	<개정 2013	0
1972	12	0
1973	3	0
1974	>	0
1975	제60조(외부주문등에 대한 기준) ① 금융회사 또는 전자금융업자는 전자금융거래를 위한 외부주문등의 경우에는 다음 각 호의 사항을 준수하여야 한다	0
1976	<개정 2013	0
1977	12	0
1978	3	0
1979	>	0
1980	1	0
1981	외부주문등에 의한 정보처리시스템의 개발업무에 사용되는 업무장소 및 전산설비는 내부 업무용과 분리하여 설치·운영  <개정 2015	0
1982	2	0
1983	3	0
1984	>	0
1985	2	0
1986	금융회사와 이용자 간 암호화정보 해독 및 원장 등 중요 데이터 변경 금지  <개정 2013	0
1987	12	0
1988	3	0
1989	>	0
1990	3	0
1991	"계좌번호, 비밀번호 등 이용자 금융정보 무단보관 및 유출 금지"	0
1992	4	0
1993	"접근매체 위·변조, 해킹, 개인정보유출 등에 대비한 보안대책 수립"	0
1994	5	0
1995	금융회사와 전자금융보조업자 간의 접속은 전용회선(전용회선과 동등한 보안수준을 갖춘 가상의 전용회선을 포함한다)을 사용  <개정 2013	0
1996	12	0
1997	3	0
1998	", 2016"	0
1999	10	0
2000	5	0
2001	>	0
2002	6	0
2003	정보처리시스템 장애 등 서비스 중단에 대비한 비상대책 수립	0
2004	7	0
2005	외부주문등의 입찰·계약·수행·완료 등 각 단계별로 금융감독원장이 정하는 보안관리방안을 따를 것  <개정 2015	0
2006	2	0
2007	3	0
2008	>	0
2009	8	0
2010	업무지속성을 위한 중요 전산자료의 백업(backup)자료 보존 및 백업설비 확보 등 백업대책 수립	0
2011	9	0
2012	"정보관리의 취약점을 최소화하고 보안유지를 위한 내부통제방안을 수립·운용하고, 통제는 제8조제1항제2호의 조직에서 수행  <개정 2015"	0
2013	2	0
2014	3	0
2015	>	0
2016	10	0
2017	전자금융보조업자에 대한 재무건전성을 연1회 이상 평가하여 재무상태 악화에 따른 도산에 대비하고 전자금융보조업자의 주요 경영활동에 대해 상시 모니터링을 실시	0
2018	11	0
2019	전자금융보조업자가 제공하는 서비스의 품질수준을 연1회 이상 평가할 것	0
2020	12	0
2021	"전자금융보조업자가 사전 동의 없이 다시 외부주문등 계약을 체결하거나 계약업체를 변경하지 못하도록 하고, 사전 동의시 해당 계약서에 제7호의 사항을 기재하도록 통제  <개정 2016"	0
2022	6	0
2023	30	0
2024	>	0
2025	13	0
2026	"업무수행인력에 대하여 사전 신원조회 실시(이 경우 신원보증보험 증권 징구로 갈음할 수 있다) 또는 대표자의 신원보증서 징구, 인력변경시 인수인계에 관한 사항 등을 포함한 업무수행인력 관리방안 수립  <개정 2018"	0
2027	12	0
2028	21	0
2029	>	0
2030	14	0
2031	외부주문등은 자체 보안성검토 및 정기(금융감독원장이 정하는 중요 점검사항에 대해서는 매일) 보안점검 실시  <개정 2015	0
2032	2	0
2033	3	0
2034	>	0
2035	② 금융회사 또는 전자금융업자는 제1항제10호 및 제11호의 평가결과를 금융감독원장에게 보고하여야 한다	0
2036	<개정 2013	0
2037	12	0
2038	3	0
2039	>	0
2040	"③ 금융감독원장은 제2항의 규정에 따른 평가결과 보고를 접수하고, 그 평가실시 여부를 제58조제2항의 규정에 따른 정보기술부문 실태평가에 반영할 수 있다"	0
2041	"④ 법 제40조제6항 단서에서 ""금융위원회가 인정하는 경우""란 전자금융거래정보의 보호와 관련된 전산장비·소프트웨어에 대한 개발·운영 및 유지관리 업무를 재위탁하는 경우로서 다음 각 호의 사항을 준수하는 경우를 말한다"	0
2042	1	0
2043	"재수탁업자가 재위탁된 업무를 처리함에 있어 금융거래 정보의 변경이 필요한 경우에는 위탁회사 또는 원수탁업자의 개별적 지시에 따라야 하며, 위탁회사 또는 원수탁업자는 변경된 정보가 지시 내용에 부합하는지 여부를 확인하여야 함"	0
2044	2	0
2045	위탁업무와 관련된 이용자의 금융거래정보는 위탁회사의 전산실 내에 두어야 함	0
2046	"다만, 재수탁업자가 이용자의 이용자 정보를 어떠한 경우에도 알지 못하도록 위탁회사 또는 원수탁업자가 금융거래정보를 처리하여 제공한 경우에는 위탁회사의 관리·통제 하에 재수탁회사 등 제3의 장소로 이전 가능함"	0
2047	⑤ 금융회사 또는 전자금융업자는 제14조의2제1항제2호에 따른 평가를 위하여 제37조의4제1항 각 호의 어느 하나에 해당하는 기관에 지원을 요청할 수 있다	0
2048	<신설 2018	0
2049	12	0
2050	21	0
2051	>	0
2052	[본항신설 2015	0
2053	2	0
2054	3	0
2055	]	0
2056	[시행일	0
2057	2015	0
2058	4	0
2059	16	0
2060	] 제60조제1항제1호·7호·14호 및 제4항	0
2061	"제61조(전자금융보조업자 자료제출 기준) ① 금융감독원장은 전자금융보조업자에 대해 외부주문등과 관련한 계약서, 계약서 부속자료 및 그 밖의 전자금융업무와 관련한 자료 등을 직접 요구할 수 있다"	0
2062	② 제1항에 따른 자료제출 요구시 전자금융보조업자는 특별한 이유가 없는 한 자료제출에 응하여야 한다	0
2063	제62조(업무보고서의 제출) ① 법 제42조에 따라 금융회사 및 전자금융업자는 금융감독원장이 정하는 바에 따라 업무보고서를 금융감독원장에게 제출하여야 한다	0
2064	"다만, 법 제2조제1호에 따른 전자금융업무를 하지 아니하는 금융회사는 그러하지 아니하다"	0
2065	<개정 2013	0
2066	12	0
2067	3	0
2068	">, <단서신설 2015"	0
2069	2	0
2070	3	0
2071	>	0
2072	② 제1항에 따른 업무보고서 제출은 정보통신망(「정보통신망 이용 촉진 및 정보보호 등에 관한 법률」 제2조의 규정에 의한 정보통신망을 말한다)을 이용한 전자문서의 방법에 의할 수 있다	0
2073	"③ 제1항의 업무보고서 제출에 관한 세부적인 절차, 양식 등에 관해서는 금융감독원장이 별도로 정한다"	0
2074	제63조(전자금융업자 경영지도기준) ① 법 제42조제2항에 따른 구체적인 경영지도기준은 다음과 같다	0
2075	1	0
2076	법 제30조 및 시행령 제17조에 따른 허가나 등록요건 상 최소자본금·출자총액 또는 기본재산 기준을 항상 충족할 것	0
2077	2	0
2078	총자산에서 총부채를 감한 자기자본이 항상 0을 초과할 것	1
2079	3	0
2080	미상환잔액 대비 자기자본 비율은 100분의 20 이상일 것(전자화폐 및 선불전자지급수단 발행자에 한한다)	1
2081	4	0
2082	총자산 대비 투자위험성이 낮은 자산의 비율은 100분의 10 이상으로 유지하거나 미정산 잔액 대비 투자위험성이 낮은 자산의 비율을 100분의 100 이상으로 유지할 것	1
2083	"단, 법 제28조제1항의 규정에 따라 허가를 받은 전자금융업자 및 법 제28조제2항제3호의 규정에 따라 등록을 한 전자금융업자는 제외한다"	1
2084	이 때 투자위험성이 낮은 자산은 <별표 6>와 같다	0
2085	<개정 2016	0
2086	10	0
2087	5	0
2088	>	0
2089	5	0
2090	유동성 비율은 다음 각 목과 같이 유지할 것	0
2091	가	0
2092	법 제28조제1항의 규정에 따라 허가를 받은 전자금융업자	0
2093	100분의 60 이상	0
2094	나	0
2095	법 제28조제2항제3호의 규정에 따라 등록을 한 전자금융업자	0
2096	100분의 50 이상	0
2097	다	0
2098	그 밖의 등록대상 전자금융업자	0
2099	100분의 40 이상	0
2100	② 제1항에서 정하는 비율의 구체적 산정기준은 금융감독원장이 정한다	0
2101	③ 금융감독원장은 제1항의 경영지도비율이 악화될 우려가 있거나 경영상 취약부문이 있다고 판단되는 전자금융업자에 대하여 이의 개선을 위한 계획 또는 약정서를 제출토록 하거나 해당 전자금융업자와 경영개선협약을 체결할 수 있다	0
2102	"다만, 제64조 부터 제66조까지의 규정에 의한 경영개선권고, 경영개선요구 또는 경영개선명령을 받고 있는 전자금융업자의 경우에는 그러하지 아니하다"	0
2103	제64조(경영개선권고) ① 금융위원회는 법 제28조제1항의 규정에 따라 허가를 받은 전자금융업자가 다음 각 호의 어느 하나에 해당되는 경우에는 해당 전자금융업자에 대하여 필요한 조치를 이행하도록 권고하여야 한다	0
2104	1	0
2105	제63조제1항제3호의 미상환잔액 대비 자기자본 비율이 100분의 20 미만인 경우	1
2106	2	0
2107	거액의 금융사고 또는 부실채권의 발생으로 제1호의 기준에 해당될 것이 명백하다고 판단되는 경우	0
2108	② 제1항에서 정하는 필요한 조치라 함은 다음 각 호의 일부 또는 전부에 해당하는 조치를 말한다	0
2109	1	0
2110	인력 및 조직운영의 개선	0
2111	2	0
2112	경비절감	0
2113	3	0
2114	"고정자산투자, 신규업무영역에의 진출 및 신규출자의 제한"	0
2115	4	0
2116	부실자산의 처분	0
2117	5	0
2118	자본금의 증액 또는 감액	0
2119	6	0
2120	이익배당의 제한	0
2121	7	0
2122	특별대손충당금의 설정	0
2123	③ 금융위원회는 제1항에 의한 권고를 하는 경우 해당 전자금융업자 및 관련 임원에 대하여 주의 또는 경고조치를 취할 수 있다	0
2124	제65조(경영개선요구) ① 금융위원회는 법 제28조제1항의 규정에 따라 허가를 받은 전자금융업자가 다음 각 호의 어느 하나에 해당되는 경우에는 해당 전자금융업자에 대하여 필요한 조치를 이행하도록 요구하여야 한다	0
2125	1	0
2126	제63조제1항제3호의 미상환잔액 대비 자기자본 비율이 100분의 10 미만인 경우	1
2127	2	0
2128	거액의 금융사고 또는 부실채권의 발생으로 제1호의 기준에 해당될 것이 명백하다고 판단되는 경우	0
2129	3	0
2130	제64조제1항의 규정에 의해 경영개선권고를 받은 전자금융업자가 경영개선계획의 주요사항을 이행하지 않아 제69조제8항의 규정에 의해 이행촉구를 받았음에도 이를 이행하지 아니하는 경우	0
2131	② 제1항에서 정하는 필요한 조치라 함은 다음 각 호의 일부 또는 전부에 해당하는 조치를 말한다	0
2132	1	0
2133	조직의 축소	0
2134	2	0
2135	위험자산의 보유제한 및 처분	0
2136	3	0
2137	자회사의 정리	0
2138	4	0
2139	임원진 교체 요구	0
2140	5	0
2141	영업의 일부정지	0
2142	6	0
2143	"합병, 제3자 인수, 영업의 전부 또는 일부 양도계획의 수립"	0
2144	7	0
2145	제64조제2항에서 정하는 사항	0
2146	제66조(경영개선명령) ① 금융위원회는 법 제28조제1항의 규정에 따라 허가를 받은 전자금융업자가 다음 각 호의 어느 하나에 해당하는 경우에는 해당 전자금융업자에 대해 필요한 조치를 이행하도록 명령하여야 한다	0
2147	1	0
2148	제63조제1항제3호의 미상환잔액 대비 자기자본 비율이 100분의 5 미만인 경우	1
2149	2	0
2150	제65조제1항의 규정에 의해 경영개선요구를 받은 전자금융업자가 경영개선계획의 주요사항을 이행하지 않아 제69조제8항의 규정에 의해 이행촉구를 받았음에도 이를 이행하지 아니하거나 이행이 곤란하여 정상적인 경영이 어려울 것으로 인정되는 경우	1
2151	② 제1항에서 정하는 필요한 조치라 함은 다음 각 호의 일부 또는 전부에 해당하는 조치를 말한다	0
2152	"다만, 영업의 전부정지, 영업의 전부양도, 계약의 전부이전 또는 주식의 전부소각의 조치는 제1항제1호의 기준에 미달하고 건전한 전자금융거래질서나 이용자의 권익을 해할 우려가 현저하다고 인정되는 경우에 한한다"	0
2153	1	0
2154	주식의 전부 또는 일부 소각	0
2155	2	0
2156	임원의 직무집행 정지 및 관리인의 선임	0
2157	3	0
2158	6월 이내의 영업의 정지	0
2159	4	0
2160	계약의 전부 또는 일부의 이전	0
2161	5	0
2162	제65조제2항에서 정하는 사항	0
2163	제67조(이유제시 등) 제64조 부터 제66조의 조치를 하는 경우 금융위원회는 해당 전자금융업자에게 그 근거와 이유를 제시하여야 한다	0
2164	"제68조(적기시정조치의 유예) 제64조제1항, 제65조제1항 및 제66조제1항 각 호의 어느 하나에 해당하는 전자금융업자가 자본의 확충 또는 자산의 매각 등을 통하여 단기간 내에 그 기준에 해당되지 않을 수 있다고 판단되는 경우 또는 이에 준하는 사유가 있다고 인정되는 경우에는 금융위원회는 일정기간동안 조치를 유예할 수 있다"	0
2165	"제69조(경영개선계획 제출 및 평가 등) ① 제64조 부터 제66조에 의해 경영개선권고, 경영개선요구 또는 경영개선명령을 받은 전자금융업자는 동 조치를 받은 후 2월의 범위 내에서 금융위원회가 정하는 기한 내에 해당 조치의 내용이 반영된 계획(이하 ""경영개선계획""이라 한다)을 금융감독원장에게 제출하여야 한다"	1
2166	"② 금융위원회는 제64조 부터 제66조에 의해 경영개선권고, 경영개선요구 또는 경영개선명령을 받은 전자금융업자가 제1항에 의해 제출한 계획에 대하여 1월 이내에 승인여부를 결정하여야 한다"	1
